key,source_zh,source_en,zh,en,review,source_count,sources
m_73f0133c,新密码至少需要 8 位字符,New password must contain at least 8 characters.,新密码至少需要 8 位字符,New password must contain at least 8 characters.,false,2,src/views/AdminView.vue:2674 | src/views/AdminView.vue:5265
m_73f12aef,已发送邀请,Sent Invitations,已发送邀请,Sent Invitations,false,1,src/views/TeamsView.vue:285
m_73f93b76,正在加载我的队伍...,Loading my team...,正在加载我的队伍...,Loading my team...,false,1,src/views/TeamsView.vue:84
m_7425225f,斜体,Italic,斜体,Italic,false,2,src/views/AdminView.vue:1404 | src/views/AdminView.vue:1529
m_744f331c,题目管理、比赛控制、实例监控、用户管理与审计日志。,"Challenge management, contests, instance monitoring, users, and audit logs.",题目管理、比赛控制、实例监控、用户管理与审计日志。,"Challenge management, contests, instance monitoring, users, and audit logs.",false,1,src/views/AdminView.vue:6
m_74ccfccb,实例监控,Instances,实例监控,Instances,false,1,src/views/AdminView.vue:154
m_750134cc,可以继续管理版本、附件或挂载到比赛。,"You can continue with versions, attachments, or contest bindings.",可以继续管理版本、附件或挂载到比赛。,"You can continue with versions, attachments, or contest bindings.",false,1,src/views/AdminView.vue:2572
m_7578fa45,ssh_bastion（默认）,ssh_bastion (default),ssh_bastion（默认）,ssh_bastion (default),false,2,src/views/AdminView.vue:2757 | src/views/AdminView.vue:379
m_75a98d3d,已切换为 UTC,Switched to UTC,已切换为 UTC,Switched to UTC,false,1,src/views/SiteSettingsView.vue:139
m_75f33a7a,模板校验,Template Lint,模板校验,Template Lint,false,1,src/views/AdminView.vue:90
m_764c7341,重置令牌,Reset Token,重置令牌,Reset Token,false,1,src/views/LoginView.vue:290
m_767f5a44,内存,Memory,内存,Memory,false,3,src/views/AdminView.vue:2204 | src/views/AdminView.vue:2228 | src/views/AdminView.vue:2583
m_76dab22d,请选择题目类别。,Please select a challenge category.,请选择题目类别。,Please select a challenge category.,false,1,src/views/AdminView.vue:4728
m_76dd3a7c,题解可见策略,Visible strategies for solving problems,题解可见策略,Visible strategies for solving problems,false,2,src/views/AdminView.vue:2637 | src/views/AdminView.vue:522
m_76e64ee0,创建公告,Create announcement,创建公告,Create announcement,false,3,src/views/AdminView.vue:1359 | src/views/AdminView.vue:1444 | src/views/AdminView.vue:2462
m_771df5d0,会话已刷新。,Session refreshed.,会话已刷新。,Session refreshed.,false,1,src/views/ProfileView.vue:214
m_77632fa3,资料已更新,Profile updated,资料已更新,Profile updated,false,1,src/views/ProfileView.vue:186
m_7781ccd1,最新题目、比赛、实例、审计和运行概览已同步。,"Challenges, contests, instances, audit logs, and runtime overview are synced.",最新题目、比赛、实例、审计和运行概览已同步。,"Challenges, contests, instances, audit logs, and runtime overview are synced.",false,1,src/views/AdminView.vue:2737
m_77b385c8,发送邀请,Send invite,发送邀请,Send invite,false,1,src/views/TeamsView.vue:141
m_77c31046,队伍,Teams,队伍,Teams,false,2,src/App.vue:27 | src/views/AdminView.vue:1748
m_7804796e,正在准备编辑器...,Preparing editor...,正在准备编辑器...,Preparing editor...,false,2,src/views/AdminView.vue:1560 | src/views/AdminView.vue:2715
m_78105a42,模板,template,模板,template,false,3,src/views/AdminView.vue:2580 | src/views/AdminView.vue:495 | src/views/AdminView.vue:892
m_783e67a6,请先在“赛事配置”中选择一个比赛。,"Please select a competition in ""Event Configuration"" first.",请先在“赛事配置”中选择一个比赛。,"Please select a competition in ""Event Configuration"" first.",false,2,src/views/AdminView.vue:1350 | src/views/AdminView.vue:2595
m_78ead2ae,运行告警：过期实例未销毁,Runtime alert: expired instance not destroyed,运行告警：过期实例未销毁,Runtime alert: expired instance not destroyed,false,1,src/views/AdminView.vue:2695
m_78ecacdb,导出失败,Export failed,导出失败,Export failed,false,2,src/views/ContestDetailView.vue:1240 | src/views/ContestDetailView.vue:1346
m_793f6799,公告管理,Announcements,公告管理,Announcements,false,1,src/views/AdminView.vue:118
m_79a6c934,取消置顶,Unpin,取消置顶,Unpin,false,2,src/views/AdminView.vue:1587 | src/views/AdminView.vue:2599
m_79dc2644,回滚备注（可选）,Rollback notes (optional),回滚备注（可选）,Rollback notes (optional),false,2,src/views/AdminView.vue:2531 | src/views/AdminView.vue:729
m_79fb82fd,难度,Difficulty,难度,Difficulty,false,1,src/views/ContestDetailView.vue:67
m_7a0b57cf,入口协议,Entry protocol,入口协议,Entry protocol,false,2,src/views/AdminView.vue:2604 | src/views/AdminView.vue:412
m_7a2e671d,到期,Expires,到期,Expires,false,4,src/views/AdminView.vue:1751 | src/views/AdminView.vue:2115 | src/views/AdminView.vue:2174 | src/views/AdminView.vue:2473
m_7a2eec85,题库配置,Library,题库配置,Library,false,1,src/views/AdminView.vue:74
m_7a329ade,flag/哈希,flag/hash,flag/哈希,flag/hash,false,2,src/views/AdminView.vue:2751 | src/views/AdminView.vue:364
m_7a562222,CPU 总计,Total CPU,CPU 总计,Total CPU,false,2,src/views/AdminView.vue:2202 | src/views/AdminView.vue:2748
m_7a907cf1,使用 UTC 校准显示,Use UTC display calibration,使用 UTC 校准显示,Use UTC display calibration,false,1,src/views/SiteSettingsView.vue:63
m_7b727b3c,更新排序失败,Failed to update sort,更新排序失败,Failed to update sort,false,2,src/views/AdminView.vue:2494 | src/views/AdminView.vue:5576
m_7b9f16b6,资源汇总,Resource summary,资源汇总,Resource summary,false,2,src/views/AdminView.vue:2201 | src/views/AdminView.vue:2729
m_7bf93c43,下载失败,Download failed,下载失败,Download failed,false,2,src/views/ContestDetailView.vue:1409 | src/views/ContestDetailView.vue:1466
m_7c4c883e,挂载成功,Binding updated,挂载成功,Binding updated,false,1,src/views/AdminView.vue:2516
m_7c4cf02e,加入队伍,Join team,加入队伍,Join team,false,1,src/views/TeamsView.vue:227
m_7cf66678,选手排名,Player ranking,选手排名,Player ranking,false,1,src/views/ScoreboardWallView.vue:144
m_7cfd8c18,确认运行告警失败,Failed to acknowledge runtime alert,确认运行告警失败,Failed to acknowledge runtime alert,false,2,src/views/AdminView.vue:2602 | src/views/AdminView.vue:4412
m_7d0ee771,删除账号,Delete account,删除账号,Delete account,false,3,src/views/AdminView.vue:2059 | src/views/AdminView.vue:2614 | src/views/AdminView.vue:5316
m_7d26ce6d,分值,Points,分值,Points,false,3,src/views/AdminView.vue:2480 | src/views/AdminView.vue:325 | src/views/AdminView.vue:655
m_7d5f1433,提交失败,Submission failed,提交失败,Submission failed,false,2,src/views/ContestDetailView.vue:1624 | src/views/ContestDetailView.vue:1625
m_7d6616fd,端点,Endpoint,端点,Endpoint,false,1,src/views/ContestDetailView.vue:256
m_7d836833,single_image 模式必须填写镜像仓库地址,single_image mode requires an image registry address.,single_image 模式必须填写镜像仓库地址,single_image mode requires an image registry address.,false,2,src/views/AdminView.vue:2752 | src/views/AdminView.vue:4707
m_7e64c452,报名已提交,Registration submitted,报名已提交,Registration submitted,false,1,src/views/ContestsView.vue:360
m_7eaff99b,题目已挂载/更新到当前比赛。,Challenge bound/updated for the current contest.,题目已挂载/更新到当前比赛。,Challenge bound/updated for the current contest.,false,1,src/views/AdminView.vue:2644
m_7ecebde2,标记恢复,mark recovery,标记恢复,mark recovery,false,2,src/views/AdminView.vue:1898 | src/views/AdminView.vue:2443
m_7edd4eae,加载中...,loading...,加载中...,loading...,false,6,src/views/AdminView.vue:1773 | src/views/AdminView.vue:1917 | src/views/AdminView.vue:2085 | src/views/AdminView.vue:2126 | src/views/AdminView.vue:2269 | src/views/AdminView.vue:2555
m_7f47735d,比赛已销毁,Contest deleted,比赛已销毁,Contest deleted,false,1,src/views/AdminView.vue:2438
m_7f7c1072,启用,enabled,启用,enabled,false,2,src/views/AdminView.vue:2001 | src/views/AdminView.vue:2586
m_7f7c27e3,当前队伍已被删除。,The team has been removed.,当前队伍已被删除。,The team has been removed.,false,1,src/views/TeamsView.vue:765
m_7fbbeeb4,注册后通过邮件完成激活。,Complete activation via email after registration.,注册后通过邮件完成激活。,Complete activation via email after registration.,false,1,src/views/LoginView.vue:31
m_8030afd6,本地时间,Local time,本地时间,Local time,false,1,src/views/SiteSettingsView.vue:61
m_8053734e,实例已重置,Instance reset,实例已重置,Instance reset,false,1,src/views/ContestDetailView.vue:1682
m_811882da,请先在“赛事配置”中选择一个比赛。,Select a contest in config tab first.,请先在“赛事配置”中选择一个比赛。,Select a contest in config tab first.,false,1,src/views/AdminView.vue:1615
m_81461868,新的队伍信息已保存。,Team changes saved.,新的队伍信息已保存。,Team changes saved.,false,1,src/views/TeamsView.vue:798
m_81a7be74,子网,Subnet,子网,Subnet,false,2,src/views/AdminView.vue:2168 | src/views/ContestDetailView.vue:209
m_81f27140,队伍队长角色已更新。,Team captain role updated.,队伍队长角色已更新。,Team captain role updated.,false,1,src/views/TeamsView.vue:907
m_821c4958,创建队伍失败,Failed to create team,创建队伍失败,Failed to create team,false,2,src/views/TeamsView.vue:653 | src/views/TeamsView.vue:655
m_8270b669,备注,Note,备注,Note,false,1,src/views/AdminView.vue:1643
m_8274b77a,比赛模块,Contests,比赛模块,Contests,false,1,src/views/AdminView.vue:38
m_8276261f,选择题目,Select topic,选择题目,Select topic,false,2,src/views/AdminView.vue:1242 | src/views/AdminView.vue:2677
m_82b9f29d,更新报名状态失败,Failed to update registration status,更新报名状态失败,Failed to update registration status,false,1,src/views/AdminView.vue:5119
m_82ce8495,海报已上传,Poster uploaded,海报已上传,Poster uploaded,false,1,src/views/AdminView.vue:2527
m_82db4fbe,暂无公告。,No announcement yet.,暂无公告。,No announcement yet.,false,2,src/views/AdminView.vue:1468 | src/views/AdminView.vue:2706
m_82db9172,成员管理,Member Management,成员管理,Member Management,false,1,src/views/TeamsView.vue:148
m_830d08b9,比赛子导航,Contest Tabs,比赛子导航,Contest Tabs,false,1,src/views/AdminView.vue:95
m_83821da4,告警已确认,Alert acknowledged,告警已确认,Alert acknowledged,false,1,src/views/AdminView.vue:2490
m_83a2602b,定义题目身份、类别与分值。,"Define challenge identity, category, and score.",定义题目身份、类别与分值。,"Define challenge identity, category, and score.",false,1,src/views/AdminView.vue:291
m_8456cac3,一血加成(%),First blood bonus (%),一血加成(%),First blood bonus (%),false,1,src/views/AdminView.vue:1023
m_847b431a,用户管理,Users,用户管理,Users,false,1,src/views/AdminView.vue:54
m_847cc18d,状态,Status,状态,Status,false,2,src/views/AdminView.vue:1640 | src/views/ContestDetailView.vue:207
m_850cd8f9,按标题、slug、状态检索,"Filter by title, slug, or status",按标题、slug、状态检索,"Filter by title, slug, or status",false,1,src/views/ContestsView.vue:65
m_8521f7a8,创建队伍,Create Team,创建队伍,Create Team,false,1,src/views/TeamsView.vue:203
m_85ef0245,同步最新数据,Sync Latest Data,同步最新数据,Sync Latest Data,false,1,src/views/ContestsView.vue:147
m_86373f11,邮箱,Email,邮箱,Email,false,2,src/views/LoginView.vue:118 | src/views/ProfileView.vue:22
m_86872266,用户名,username,用户名,username,false,2,src/views/AdminView.vue:1960 | src/views/AdminView.vue:2688
m_86baab6a,运行监控,Operations,运行监控,Operations,false,1,src/views/AdminView.vue:46
m_86c4c3ab,暂无失败实例。,There are no failed instances yet.,暂无失败实例。,There are no failed instances yet.,false,2,src/views/AdminView.vue:1765 | src/views/AdminView.vue:2709
m_86d67ad8,点击查看完整公告,Click to view full announcement,点击查看完整公告,Click to view full announcement,false,1,src/views/ContestDetailView.vue:404
m_8781f035,flag 模式,flag mode,flag 模式,flag mode,false,2,src/views/AdminView.vue:2751 | src/views/AdminView.vue:355
m_8782ba3e,比赛,Contests,比赛,Contests,false,4,src/App.vue:21 | src/views/AdminView.vue:1727 | src/views/AdminView.vue:1747 | src/views/AdminView.vue:2432
m_878f864f,删除题目附件失败,Failed to delete challenge attachment,删除题目附件失败,Failed to delete challenge attachment,false,2,src/views/AdminView.vue:2612 | src/views/AdminView.vue:4951
m_87915466,实例已销毁,Instance destroyed,实例已销毁,Instance destroyed,false,1,src/views/ContestDetailView.vue:1687
m_87ed1dff,积分模式,Points mode,积分模式,Points mode,false,2,src/views/AdminView.vue:1012 | src/views/AdminView.vue:2536
m_8839e665,single_image：单镜像快速部署，适合轻量动态题。,single_image: single-image runtime for lightweight dynamic challenges.,single_image：单镜像快速部署，适合轻量动态题。,single_image: single-image runtime for lightweight dynamic challenges.,false,1,src/views/AdminView.vue:3333
m_8841b5b5,赛事配置,Config,赛事配置,Config,false,1,src/views/AdminView.vue:102
m_8841d448,最低强度,Minimum Score,最低强度,Minimum Score,false,1,src/views/LoginView.vue:66
m_88828f2f,支持 Markdown，建议分段编写公告。,Markdown supported. Write the announcement in structured sections.,支持 Markdown，建议分段编写公告。,Markdown supported. Write the announcement in structured sections.,false,1,src/views/AdminView.vue:1418
m_8936d6a9,二血加成(%),Second blood bonus (%),二血加成(%),Second blood bonus (%),false,1,src/views/AdminView.vue:1032
m_8948f420,请输入验证令牌。,Please enter verification token.,请输入验证令牌。,Please enter verification token.,false,1,src/views/LoginView.vue:864
m_8952f281,direct（直连）,direct,direct（直连）,direct,false,1,src/views/ContestDetailView.vue:719
m_8a1b645f,浅色,Light,浅色,Light,false,1,src/App.vue:247
m_8b097bf1,基础信息,Basics,基础信息,Basics,false,1,src/views/AdminView.vue:290
m_8b0e6c03,密码已更新,Password updated,密码已更新,Password updated,false,1,src/views/ProfileView.vue:214
m_8b45594c,最新公告,Latest Announcement,最新公告,Latest Announcement,false,1,src/views/ContestsView.vue:124
m_8b4c1bdb,当前报名待管理员审核，请稍后再进入比赛空间。,Registration is pending admin approval.,当前报名待管理员审核，请稍后再进入比赛空间。,Registration is pending admin approval.,false,1,src/views/ContestsView.vue:361
m_8bcc9e7f,配置与保存,Configure & save,配置与保存,Configure & save,false,2,src/views/AdminView.vue:197 | src/views/AdminView.vue:959
m_8bf7f8a5,包含大写字母,Contains uppercase,包含大写字母,Contains uppercase,false,1,src/views/LoginView.vue:193
m_8c104606,删除附件,Delete attachment,删除附件,Delete attachment,false,3,src/views/AdminView.vue:2609 | src/views/AdminView.vue:606 | src/views/AdminView.vue:794
m_8c863e9e,裁判,Judge,裁判,Judge,false,1,src/App.vue:234
m_8cb5ca46,用户名,Username,用户名,Username,false,3,src/views/ContestDetailView.vue:228 | src/views/LoginView.vue:106 | src/views/ProfileView.vue:18
m_8cfa2206,显示挂载操作菜单,Show binding actions,显示挂载操作菜单,Show binding actions,false,2,src/views/AdminView.vue:1293 | src/views/AdminView.vue:2664
m_8d14bd4c,用户管理,User management,用户管理,User management,false,2,src/views/AdminView.vue:1915 | src/views/AdminView.vue:2686
m_8d4d17d5,审核时间,Reviewed at,审核时间,Reviewed at,false,1,src/views/AdminView.vue:1642
m_8d4ddbbf,该实例暂无服务指标。,No service metrics for this instance yet.,该实例暂无服务指标。,No service metrics for this instance yet.,false,1,src/views/AdminView.vue:2257
m_8d902168,转让队长失败,Failed to transfer captain,转让队长失败,Failed to transfer captain,false,2,src/views/TeamsView.vue:911 | src/views/TeamsView.vue:913
m_8d9bc421,保存比赛失败,Failed to save contest,保存比赛失败,Failed to save contest,false,2,src/views/AdminView.vue:2428 | src/views/AdminView.vue:5061
m_8dc79bf6,测试日志会实时显示（默认最长 300 秒）；编辑已有题目时，会自动还原 runtime/ 附件到测试目录。,"Live logs are streamed in real time (default timeout: 300s). For existing challenges, runtime/ attachments are restored into the test directory automatically.",测试日志会实时显示（默认最长 300 秒）；编辑已有题目时，会自动还原 runtime/ 附件到测试目录。,"Live logs are streamed in real time (default timeout: 300s). For existing challenges, runtime/ attachments are restored into the test directory automatically.",false,1,src/views/AdminView.vue:478
m_8e1bbf07,同步实例状态,Sync instance status,同步实例状态,Sync instance status,false,1,src/views/ContestDetailView.vue:126
m_8e35ed38,实例健康,Instance health,实例健康,Instance health,false,2,src/views/AdminView.vue:1735 | src/views/AdminView.vue:2627
m_8e3c7a14,删除公告,Delete announcement,删除公告,Delete announcement,false,2,src/views/AdminView.vue:1599 | src/views/AdminView.vue:2609
m_8e4b1eb4,认证失败,Authentication failed,认证失败,Authentication failed,false,1,src/views/LoginView.vue:826
m_8e5c8550,创建公告失败,Failed to create announcement,创建公告失败,Failed to create announcement,false,2,src/views/AdminView.vue:2462 | src/views/AdminView.vue:5403
m_8e808008,排行榜大屏,Scoreboard Wall,排行榜大屏,Scoreboard Wall,false,1,src/views/ScoreboardWallView.vue:6
m_8ea0c9e3,显示密码,Show password,显示密码,Show password,false,1,src/views/LoginView.vue:143
m_8ea3da9c,导出实时动图失败,Failed to export animation,导出实时动图失败,Failed to export animation,false,1,src/views/ContestDetailView.vue:1345
m_8ed734d0,触发扫描,trigger scan,触发扫描,trigger scan,false,2,src/views/AdminView.vue:1776 | src/views/AdminView.vue:2459
m_8fbf9fb2,运行模板校验,Runtime template lint,运行模板校验,Runtime template lint,false,2,src/views/AdminView.vue:2700 | src/views/AdminView.vue:807
m_9014805f,执行心跳超时实例回收失败,Failed to run stale-heartbeat reaper,执行心跳超时实例回收失败,Failed to run stale-heartbeat reaper,false,2,src/views/AdminView.vue:2721 | src/views/AdminView.vue:4391
m_902516bb,{username} 已移出队伍。,{username} was removed from team.,{username} 已移出队伍。,{username} was removed from team.,false,1,src/views/TeamsView.vue:934
m_90264d32,动态环境已销毁。,Runtime instance destroyed.,动态环境已销毁。,Runtime instance destroyed.,false,1,src/views/ContestDetailView.vue:1687
m_902d2897,确认删除账号「{username}」？该操作会禁用并匿名化该账号。,"Delete account ""{username}""? This operation will disable and anonymize the account.",确认删除账号「{username}」？该操作会禁用并匿名化该账号。,"Delete account ""{username}""? This operation will disable and anonymize the account.",false,1,src/views/AdminView.vue:5317
m_910a11e2,保存设置,Save,保存设置,Save,false,1,src/views/SiteSettingsView.vue:68
m_911389de,输入邮件中的令牌,Enter token from email,输入邮件中的令牌,Enter token from email,false,2,src/views/LoginView.vue:263 | src/views/LoginView.vue:291
m_91504b3d,上传比赛海报失败,Failed to upload contest poster,上传比赛海报失败,Failed to upload contest poster,false,2,src/views/AdminView.vue:2617 | src/views/AdminView.vue:5159
m_9174e2cd,登录 · 组队 · 参赛,Sign In · Team · Play,登录 · 组队 · 参赛,Sign In · Team · Play,false,1,src/views/HomeView.vue:20
m_917b7633,仅显示最近 5 个附件，更多请切换到“版本与附件”。,"Showing latest 5 files. Switch to ""Versions & Files"" for all.",仅显示最近 5 个附件，更多请切换到“版本与附件”。,"Showing latest 5 files. Switch to ""Versions & Files"" for all.",false,1,src/views/AdminView.vue:612
m_91f87912,显示名（可选）,Display name (optional),显示名（可选）,Display name (optional),false,1,src/views/AdminView.vue:226
m_92043bff,动态衰减参数,Dynamic attenuation parameters,动态衰减参数,Dynamic attenuation parameters,false,2,src/views/AdminView.vue:1019 | src/views/AdminView.vue:2473
m_92054f69,站点名,Site Name,站点名,Site Name,false,1,src/views/SiteSettingsView.vue:18
m_921a3b99,镜像为空,Image is empty,镜像为空,Image is empty,false,1,src/views/AdminView.vue:2567
m_9235c04f,折线图已导出。,Chart image exported.,折线图已导出。,Chart image exported.,false,1,src/views/ContestDetailView.vue:1236
m_92476ad3,static：无需运行实例，提交 flag 即可判定。,static: no runtime instance is required; only flag verification is used.,static：无需运行实例，提交 flag 即可判定。,static: no runtime instance is required; only flag verification is used.,false,1,src/views/AdminView.vue:3306
m_936b4b45,队伍创建成功,Team created,队伍创建成功,Team created,false,1,src/views/TeamsView.vue:647
m_94196c3b,回滚题目版本失败,Failed to rollback challenge version,回滚题目版本失败,Failed to rollback challenge version,false,2,src/views/AdminView.vue:2533 | src/views/AdminView.vue:4870
m_94c6bfc3,实例已停止,Instance stopped,实例已停止,Instance stopped,false,1,src/views/ContestDetailView.vue:1677
m_950178a5,no_runtime 模式仅支持 static 题型,no_runtime mode only supports static challenges.,no_runtime 模式仅支持 static 题型,no_runtime mode only supports static challenges.,false,1,src/views/AdminView.vue:4698
m_953502fc,邮箱,Mail,邮箱,Mail,false,2,src/views/AdminView.vue:1961 | src/views/AdminView.vue:2693
m_9590d5da,新密码,New password,新密码,New password,false,1,src/views/ProfileView.vue:39
m_95ad6b02,账户,Profile,账户,Profile,false,1,src/App.vue:33
m_95ebd9be,重置密码失败,Failed to reset password,重置密码失败,Failed to reset password,false,2,src/views/AdminView.vue:2725 | src/views/AdminView.vue:5279
m_961377ed,管理报名审核,Manage registrations,管理报名审核,Manage registrations,false,1,src/views/AdminView.vue:1202
m_96c50279,按队伍名搜索,Search by team name,按队伍名搜索,Search by team name,false,1,src/views/TeamsView.vue:25
m_977c3f73,比赛操作,Actions,比赛操作,Actions,false,1,src/views/ContestsView.vue:133
m_97faf476,队伍设置,Team Settings,队伍设置,Team Settings,false,1,src/views/TeamsView.vue:112
m_982779ed,管理题目类别,Manage challenge categories,管理题目类别,Manage challenge categories,false,1,src/views/AdminView.vue:218
m_9827b390,题库列表,Challenge Library,题库列表,Challenge Library,false,1,src/views/AdminView.vue:176
m_986e4cda,删除题目类别失败,Failed to delete challenge category,删除题目类别失败,Failed to delete challenge category,false,2,src/views/AdminView.vue:3876 | src/views/AdminView.vue:3877
m_98bfd735,账号已创建并完成登录。,Account created and signed in.,账号已创建并完成登录。,Account created and signed in.,false,1,src/views/LoginView.vue:805
m_98d1983e,加入队伍失败,Failed to join team,加入队伍失败,Failed to join team,false,4,src/views/TeamsView.vue:689 | src/views/TeamsView.vue:691 | src/views/TeamsView.vue:718 | src/views/TeamsView.vue:720
m_993f318b,实例操作失败,Instance operation failed,实例操作失败,Instance operation failed,false,2,src/views/ContestDetailView.vue:1690 | src/views/ContestDetailView.vue:1691
m_996f0e43,显示公告操作菜单,Show announcement actions,显示公告操作菜单,Show announcement actions,false,2,src/views/AdminView.vue:1563 | src/views/AdminView.vue:2663
m_99b0afa6,暂无预览内容。,No preview content yet.,暂无预览内容。,No preview content yet.,false,2,src/views/AdminView.vue:1425 | src/views/AdminView.vue:1551
m_99ec78ae,计分模式,Scoring,计分模式,Scoring,false,2,src/views/AdminView.vue:1109 | src/views/ContestsView.vue:117
m_9a0d3ea1,复制端点,Copy endpoint,复制端点,Copy endpoint,false,1,src/views/ContestDetailView.vue:274
m_9a175719,节奏,Rhythm,节奏,Rhythm,false,1,src/views/HomeView.vue:27
m_9af201e6,刷新校验,Refresh lint,刷新校验,Refresh lint,false,2,src/views/AdminView.vue:2634 | src/views/AdminView.vue:814
m_9aff2e21,配置路径,Config path,配置路径,Config path,false,1,src/views/ContestDetailView.vue:257
m_9b1dbf17,发布时间已清除,Release time cleared,发布时间已清除,Release time cleared,false,1,src/views/AdminView.vue:2477
m_9b381724,流程,Flow,流程,Flow,false,1,src/views/HomeView.vue:19
m_9be39f08,包含小写字母,Contains lowercase,包含小写字母,Contains lowercase,false,1,src/views/LoginView.vue:192
m_9be88a44,请再次输入密码,Repeat password,请再次输入密码,Repeat password,false,1,src/views/LoginView.vue:163
m_9c56b45f,得分,Score,得分,Score,false,1,src/views/ContestDetailView.vue:157
m_9cbafee6,请输入队伍名称后再提交。,Please enter a team name.,请输入队伍名称后再提交。,Please enter a team name.,false,2,src/views/TeamsView.vue:626 | src/views/TeamsView.vue:664
m_9cdc9a88,取消邀请,Cancel invite,取消邀请,Cancel invite,false,1,src/views/TeamsView.vue:310
m_9d43617f,更新角色,Update role,更新角色,Update role,false,2,src/views/AdminView.vue:2027 | src/views/AdminView.vue:2494
m_9d508c41,刷新中...,Refreshing...,刷新中...,Refreshing...,false,8,src/views/AdminView.vue:13 | src/views/ContestDetailView.vue:293 | src/views/ContestDetailView.vue:375 | src/views/ContestDetailView.vue:79 | src/views/ContestsView.vue:9 | src/views/ScoreboardWallView.vue:27 | src/views/SiteSettingsView.vue:10 | src/views/TeamsView.vue:9
m_9db4d839,已复制,Copied,已复制,Copied,false,3,src/views/ContestDetailView.vue:1367 | src/views/ContestsView.vue:305 | src/views/TeamsView.vue:545
m_9df1c42a,角色非法,Invalid role,角色非法,Invalid role,false,1,src/views/AdminView.vue:2555
m_9e15a808,已向 {username} 发送队伍邀请。,Invitation sent to {username}.,已向 {username} 发送队伍邀请。,Invitation sent to {username}.,false,1,src/views/TeamsView.vue:834
m_9e765b09,置为待审,Set pending,置为待审,Set pending,false,1,src/views/AdminView.vue:1671
m_9e7ae955,校验,check,校验,check,false,2,src/views/AdminView.vue:2671 | src/views/AdminView.vue:893
m_9e7e82fc,镜像,Image,镜像,Image,false,2,src/views/AdminView.vue:2563 | src/views/AdminView.vue:449
m_9e8aa907,报名模式：需管理员审批,Registration: admin approval required,报名模式：需管理员审批,Registration: admin approval required,false,1,src/views/AdminView.vue:1121
m_9f31bd95,按名称加入,Join by Name,按名称加入,Join by Name,false,1,src/views/TeamsView.vue:220
m_9f7566dd,难度,difficulty,难度,difficulty,false,2,src/views/AdminView.vue:2581 | src/views/AdminView.vue:316
m_a01b54ad,筛选比赛并查看详情、公告和入口。,"Filter contests and inspect details, announcements, and entry actions.",筛选比赛并查看详情、公告和入口。,"Filter contests and inspect details, announcements, and entry actions.",false,1,src/views/ContestsView.vue:19
m_a055baf7,执行转让,Transfer,执行转让,Transfer,false,1,src/views/TeamsView.vue:193
m_a05b6f3a,更新队伍信息失败,Failed to update team,更新队伍信息失败,Failed to update team,false,2,src/views/TeamsView.vue:803 | src/views/TeamsView.vue:805
m_a09c69b1,已过期未销毁,Expired but not destroyed,已过期未销毁,Expired but not destroyed,false,2,src/views/AdminView.vue:1738 | src/views/AdminView.vue:2681
m_a0a1eca2,实时积分趋势,Live score trend,实时积分趋势,Live score trend,false,1,src/views/ScoreboardWallView.vue:43
m_a1006684,最近回收：mode=,Recent recycling: mode=,最近回收：mode=,Recent recycling: mode=,false,2,src/views/AdminView.vue:1718 | src/views/AdminView.vue:2735
m_a1138156,暂无队伍数据。,No team data.,暂无队伍数据。,No team data.,false,1,src/views/TeamsView.vue:47
m_a14246fc,更新于,updated on,更新于,updated on,false,2,src/views/AdminView.vue:1695 | src/views/AdminView.vue:2500
m_a17fa3ca,关键词,keywords,关键词,keywords,false,3,src/views/AdminView.vue:1925 | src/views/AdminView.vue:2520 | src/views/AdminView.vue:840
m_a1b0461f,内部端口,internal port,内部端口,internal port,false,2,src/views/AdminView.vue:2581 | src/views/AdminView.vue:408
m_a1eb50b4,你还不在队伍中，请先创建或加入队伍后再参赛。,Create or join a team before entering contest workspace.,你还不在队伍中，请先创建或加入队伍后再参赛。,Create or join a team before entering contest workspace.,false,2,src/views/ContestsView.vue:341 | src/views/ContestsView.vue:377
m_a1f8e1c6,邀请人,Inviter,邀请人,Inviter,false,1,src/views/TeamsView.vue:257
m_a286bd48,题目已从当前比赛移除。,Challenge removed from current contest.,题目已从当前比赛移除。,Challenge removed from current contest.,false,1,src/views/AdminView.vue:2642
m_a2b8d211,不健康,Unhealthy,不健康,Unhealthy,false,2,src/views/AdminView.vue:2198 | src/views/AdminView.vue:2447
m_a2d68c21,WireGuard 配置已生成。,WireGuard config generated.,WireGuard 配置已生成。,WireGuard config generated.,false,1,src/views/ContestDetailView.vue:1406
m_a2db40fa,站点首页,Home,站点首页,Home,false,1,src/views/HomeView.vue:5
m_a2e4ebb8,加载失败,Load failed,加载失败,Load failed,false,3,src/views/AdminView.vue:3970 | src/views/ContestsView.vue:405 | src/views/SiteSettingsView.vue:176
m_a30d9d10,· 最近,· latest,· 最近,· latest,false,2,src/views/AdminView.vue:1842 | src/views/AdminView.vue:2420
m_a3332d82,题目附件,Challenge files,题目附件,Challenge files,false,1,src/views/ContestDetailView.vue:77
m_a3eed213,模板为空,Template is empty,模板为空,Template is empty,false,2,src/views/AdminView.vue:2743 | src/views/AdminView.vue:4626
m_a44cda93,比赛模块,Contest module,比赛模块,Contest module,false,1,src/views/ContestsView.vue:406
m_a523560e,比赛空间,Contest Workspace,比赛空间,Contest Workspace,false,1,src/views/ContestDetailView.vue:6
